"Name","DisplayName","Enabled","Direction","Action","Profile"
"{5C26089D-F2D0-43E2-A045-83CAC81A766C}","RimWorld","True","Inbound","Allow","Domain, Private, Public"
"{EF716594-1983-4812-AC7F-79C4CDE6A058}","RimWorld","True","Inbound","Allow","Domain, Private, Public"
"{E7293F2F-4BDA-4D99-9F22-1566AC53E6FF}","MSN Weather","True","Outbound","Allow","Domain, Private, Public"
"{2E282720-B6D6-4811-8137-D95F1A277379}","MSN Weather","True","Inbound","Allow","Domain, Private"
"{A8E911AE-63D1-4BF4-882F-6001C4DA9D26}","Windows Terminal","True","Outbound","Allow","Domain, Private, Public"
"{EDA19463-81B5-41BF-8696-56F552B619F0}","Windows Subsystem for Linux","True","Outbound","Allow","Domain, Private, Public"
"{F74940D4-141D-4D5A-96CD-D78A388E68FA}","Microsoft Edge Game Assist","True","Outbound","Allow","Domain, Private, Public"
"{2BA84DF8-83BF-4351-97DE-4A30837882FF}","Store Experience Host","True","Outbound","Allow","Domain, Private, Public"
"{4E89AAB5-8DF4-4E8B-B1BA-FA3C3B3EFD60}","Store Experience Host","True","Inbound","Allow","Domain, Private"
"TCP Query User{820BD3CE-65C2-449C-AE96-2F1991D9A60A}C:\unity\defaultgamestudio2d\temp\unitytempfile-9c2a2c81d4db7154bae295f254c4ea18\playerwithtests\playerwithtests.exe","playerwithtests","True","Inbound","Allow","Public"
"UDP Query User{C2CDDEAD-6DAE-4EDF-A6E5-EEC6ACB474AF}C:\unity\defaultgamestudio2d\temp\unitytempfile-9c2a2c81d4db7154bae295f254c4ea18\playerwithtests\playerwithtests.exe","playerwithtests","True","Inbound","Allow","Public"
"{DFBC256F-BBA1-42F0-86EF-C60023FDD201}","Windows HDR Calibration","True","Outbound","Allow","Domain, Private, Public"
"{6D42B1C8-58B9-4652-8C15-C3125D5046A2}","Start Experiences App","True","Outbound","Allow","Domain, Private, Public"
"{E0724AEF-3C63-4756-9125-DBE7B1A93BBA}","Microsoft Defender","True","Outbound","Allow","Domain, Private, Public"
"{C1C49FFC-F7F0-4B2C-B064-469735AE9E6B}","Microsoft Defender","True","Inbound","Allow","Domain, Private, Public"
"{3F689E1C-4FC6-4A86-AD13-3E60D56875BF}","Windows Media Player","True","Outbound","Allow","Domain, Private, Public"
"{0C1FFCD2-DF39-4CE0-994B-63F1FA84A19C}","Windows Media Player","True","Inbound","Allow","Domain, Private"
"{F17C4197-1CDD-4CD7-A619-A9BB534F2CA9}","Minecraft for Windows","True","Outbound","Allow","Domain, Private, Public"
"{ACA20584-6D3C-4A84-B759-9950B65A3389}","Minecraft for Windows","True","Inbound","Allow","Domain, Private, Public"
"{C163A354-6EF7-4427-9E10-73DB2176CCC9}","Xbox","True","Outbound","Allow","Domain, Private, Public"
"{6B90D706-28A9-4231-ADF7-63FAE119BB1D}","Xbox","True","Inbound","Allow","Domain, Private"
"{6D385600-55D5-4BE0-9DF4-62F57232576E}","Nahimic","True","Outbound","Allow","Domain, Private, Public"
"TCP Query User{C884CDC4-336D-44F2-8A02-A9A2EB395589}C:\users\wille\appdata\local\programs\windsurf\windsurf.exe","Windsurf","True","Inbound","Allow","Public"
"UDP Query User{CE82889F-FAB2-475E-83D9-FC4BA2FA5B32}C:\users\wille\appdata\local\programs\windsurf\windsurf.exe","Windsurf","True","Inbound","Allow","Public"
"{46E8A617-58F8-4894-9F6F-857B8B8DEC19}","Microsoft 365 Copilot","True","Outbound","Allow","Domain, Private, Public"
"{0075B123-9108-47EE-826F-41E9F9CDB27A}","Gaming Services","True","Outbound","Allow","Domain, Private, Public"
"TCP Query User{A9C98F57-84CB-4095-BC87-6029F19D8A25}C:\users\wille\appdata\local\programs\curseforge windows\curseforge.exe","curseforge.exe","True","Inbound","Allow","Public"
"UDP Query User{2564D880-8812-41A2-B701-112BDBD52C15}C:\users\wille\appdata\local\programs\curseforge windows\curseforge.exe","curseforge.exe","True","Inbound","Allow","Public"
"{CAD0D70C-CBDF-4766-BD45-F1E0B623E1B0}","Minecraft Education","True","Inbound","Allow","Any"
"{3CAF3298-0F86-4B88-948D-2B1BEFE8EEE4}","Minecraft Education","True","Inbound","Allow","Any"
"{3CACF9DF-CC11-4842-BCA6-2DBBC7574641}","Minecraft Education","True","Outbound","Allow","Domain, Private, Public"
"{89C380C0-5DFD-43DA-9519-C9B19DA8B6C3}","Minecraft Education","True","Inbound","Allow","Domain, Private, Public"
"{0549A93D-25B5-4412-AC98-4346261709FD}","DuckDuckGo","True","Inbound","Allow","Any"
"{EE9FFAC2-5E57-4A73-9CCC-EDA2D5EDF1FF}","DuckDuckGo","True","Inbound","Allow","Any"
"{8B89B970-95FB-4855-A9AB-1D6936F72DC1}","DuckDuckGo","True","Outbound","Allow","Domain, Private, Public"
"{26FE449D-4ECC-442A-AC6B-986EC5F6F26F}","Microsoft Store","True","Outbound","Allow","Domain, Private, Public"
"{3B980AA5-6323-4B2F-A81E-C1B3DF7BED67}","Microsoft Store","True","Inbound","Allow","Domain, Private, Public"
"{EBCCB2C5-3944-437A-AEFD-0DEF44D2E2DB}","Unity Hub","True","Inbound","Allow","Domain"
"{B0984348-D293-4807-B6D5-23EB4FAB8F08}","Microsoft Edge (mDNS-In)","True","Inbound","Allow","Any"
"{D998362A-859F-46FC-8787-73B2D4644EAC}","Google Chrome (mDNS-In)","True","Inbound","Allow","Any"
"{91DF2C99-B2EA-4945-97C2-8FB0DBD94FFA}","Microsoft Edge (mDNS-In)","True","Inbound","Allow","Any"
"{A6AC83E1-A852-442B-804E-9D163AE65814}","Windows Web Experience Pack","True","Outbound","Allow","Domain, Private, Public"
"{C342E4CC-2DE7-43BD-9C8E-56C74CF171E8}","MSI Center Bridge","True","Inbound","Allow","Any"
"{6CE8FD21-379A-40B3-9234-6137B4E31230}","MSI Center - SyncServer","True","Inbound","Allow","Any"
"{573D5234-0404-48D8-B377-9EE8525D6BE5}","MSI Center - Terminal Server","True","Inbound","Allow","Any"
"{D3FB190E-3CBF-43A5-A043-BE9C29C329AD}","ms-resource:AppTitle","True","Inbound","Allow","Any"
"{39C03338-9DAA-439F-BA40-B0748700AA8C}","ms-resource:AppTitle","True","Inbound","Allow","Any"
"{5F102DFF-F1F7-4447-9F59-DE6DBAAF30CE}","ms-resource:AppTitle","True","Inbound","Allow","Any"
"{F964F3BC-2B53-4842-8512-3CF9A06A1775}","ms-resource:AppTitle","True","Inbound","Allow","Any"
"{75185A3C-DEB4-4FDD-B7F3-AC36CC712EC1}","ms-resource:AppTitle","True","Inbound","Allow","Any"
"{59980BE1-74E6-4308-B201-EDB52E8E39AC}","ms-resource:AppTitle","True","Inbound","Allow","Any"
"{A135E7CA-B2C3-48BD-BCDE-8DE1238C9315}","ms-resource:AppTitle","True","Inbound","Allow","Any"
"{1A09314C-C424-4CE1-BB7E-9BD82231A0DF}","ms-resource:AppTitle","True","Inbound","Allow","Any"
"{6BA45B6A-9D5B-479E-855A-1AC55D1F1C6A}","ms-resource:AppTitle","True","Outbound","Allow","Any"
"{E72A8637-F960-49E9-89E7-5F20677588E2}","ms-resource:AppTitle","True","Outbound","Allow","Any"
"{7437DC5C-63AC-4D06-81AA-FEA5A06A2810}","ms-resource:AppTitle","True","Inbound","Allow","Any"
"{D40B6CAF-E3E6-44AC-9938-C018B65E23AC}","ms-resource:AppTitle","True","Outbound","Allow","Any"
"{F8F6F15C-0197-4F5B-B3B5-90540878192C}","ms-resource:AppTitle","True","Outbound","Allow","Any"
"{36045027-CA8C-4D9C-AB13-528F88FAF49E}","Spotify - Music and Podcasts","True","Outbound","Allow","Domain, Private, Public"
